                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    426,                 1.4283,                 2.4068,                 1.1632,                0.83104,                0.26334,                0.36909,                0.19998,                 1.5812,                 2.8569,                 1.1191,             6.3952e-08,             6.3952e-08,             6.3952e-08
                    427,                 1.4396,                 2.4441,                 1.1666,                0.83119,                0.26334,                0.36925,                0.19975,                 1.5814,                 2.8551,                 1.1191,             6.2548e-08,             6.2548e-08,             6.2548e-08
                    428,                 1.4265,                 2.4312,                 1.1603,                0.83059,                0.26334,                0.36896,                0.19968,                 1.5817,                 2.8555,                 1.1195,             6.1163e-08,             6.1163e-08,             6.1163e-08
                    429,                   1.42,                 2.4231,                 1.1622,                0.82668,                0.26334,                0.36818,                0.19944,                 1.5828,                 2.8557,                 1.1199,             5.9794e-08,             5.9794e-08,             5.9794e-08
                    430,                 1.4329,                 2.4104,                 1.1709,                0.83303,                0.26334,                0.36925,                0.19993,                 1.5824,                 2.8555,                 1.1195,             5.8444e-08,             5.8444e-08,             5.8444e-08
                    431,                 1.4528,                 2.4379,                 1.1745,                0.83537,                0.26368,                0.37003,                0.20043,                 1.5824,                  2.855,                 1.1194,             5.7111e-08,             5.7111e-08,             5.7111e-08
                    432,                 1.4266,                 2.4029,                 1.1736,                0.83108,                0.26545,                0.37157,                 0.2013,                  1.583,                 2.8512,                 1.1189,             5.5795e-08,             5.5795e-08,             5.5795e-08
                    433,                 1.4283,                 2.4088,                 1.1718,                0.83398,                0.26896,                0.37513,                0.20285,                 1.5825,                 2.8486,                 1.1183,             5.4498e-08,             5.4498e-08,             5.4498e-08
                    434,                 1.4159,                 2.4166,                 1.1657,                0.83024,                0.26615,                0.37368,                0.20244,                 1.5824,                 2.8488,                 1.1182,             5.3218e-08,             5.3218e-08,             5.3218e-08
                    435,                 1.4168,                 2.3996,                 1.1667,                0.83464,                0.26756,                0.37495,                0.20341,                 1.5813,                 2.8487,                  1.118,             5.1956e-08,             5.1956e-08,             5.1956e-08
                    436,                 1.4255,                 2.4038,                 1.1749,                 0.8362,                0.26826,                0.37468,                0.20379,                 1.5813,                 2.8479,                 1.1179,             5.0711e-08,             5.0711e-08,             5.0711e-08
                    437,                 1.4195,                 2.4319,                 1.1639,                0.83717,                0.26896,                0.37411,                0.20323,                 1.5816,                 2.8501,                  1.118,             4.9485e-08,             4.9485e-08,             4.9485e-08
                    438,                 1.4466,                 2.4244,                 1.1707,                0.83388,                 0.2679,                0.37409,                0.20237,                 1.5815,                 2.8507,                  1.118,             4.8277e-08,             4.8277e-08,             4.8277e-08
                    439,                 1.4293,                 2.4068,                 1.1635,                0.83289,                0.26685,                0.37319,                0.20217,                 1.5814,                 2.8503,                  1.118,             4.7087e-08,             4.7087e-08,             4.7087e-08
                    440,                 1.4189,                 2.4346,                 1.1602,                0.83306,                0.26632,                0.37285,                0.20187,                 1.5821,                 2.8498,                 1.1181,             4.5915e-08,             4.5915e-08,             4.5915e-08
                    441,                 1.4389,                 2.4408,                 1.1669,                0.83234,                0.26496,                0.37093,                0.20099,                 1.5813,                 2.8524,                 1.1182,             4.4761e-08,             4.4761e-08,             4.4761e-08
                    442,                 1.4301,                  2.429,                 1.1629,                0.83317,                0.26475,                0.37074,                0.20082,                 1.5817,                 2.8552,                 1.1188,             4.3625e-08,             4.3625e-08,             4.3625e-08
                    443,                 1.4006,                 2.4078,                 1.1585,                0.83325,                0.26404,                0.36971,                0.20042,                 1.5817,                 2.8567,                 1.1187,             4.2507e-08,             4.2507e-08,             4.2507e-08
                    444,                 1.4101,                 2.4226,                 1.1583,                0.83278,                0.26334,                0.36918,                0.20028,                 1.5803,                 2.8575,                 1.1186,             4.1408e-08,             4.1408e-08,             4.1408e-08
                    445,                  1.412,                 2.4058,                   1.16,                0.83344,                0.26264,                0.36841,                0.20008,                 1.5807,                 2.8566,                 1.1187,             4.0327e-08,             4.0327e-08,             4.0327e-08
                    446,                 1.4418,                 2.4247,                 1.1718,                0.83427,                0.26334,                0.36949,                0.20034,                 1.5816,                 2.8578,                 1.1193,             3.9264e-08,             3.9264e-08,             3.9264e-08
                    447,                 1.4329,                 2.4166,                 1.1698,                0.83059,                0.26334,                0.37073,                 0.2004,                 1.5813,                  2.854,                  1.119,              3.822e-08,              3.822e-08,              3.822e-08
                    448,                 1.4248,                 2.4044,                  1.169,                0.82946,                0.26641,                0.37074,                0.20101,                 1.5817,                 2.8528,                 1.1187,             3.7194e-08,             3.7194e-08,             3.7194e-08
                    449,                 1.4254,                 2.4282,                 1.1669,                0.83254,                0.26475,                0.36979,                 0.2004,                 1.5814,                 2.8542,                 1.1188,             3.6186e-08,             3.6186e-08,             3.6186e-08
                    450,                 1.4019,                 2.3933,                 1.1607,                  0.833,                0.26621,                0.37045,                0.20067,                 1.5813,                 2.8536,                 1.1186,             3.5197e-08,             3.5197e-08,             3.5197e-08
                    451,                 1.4358,                 2.4252,                 1.1647,                0.83124,                0.26545,                  0.372,                0.20159,                 1.5814,                 2.8509,                 1.1185,             3.4227e-08,             3.4227e-08,             3.4227e-08
                    452,                 1.4482,                 2.4232,                 1.1701,                0.83862,                0.26545,                0.37174,                 0.2021,                  1.582,                  2.853,                 1.1187,             3.3275e-08,             3.3275e-08,             3.3275e-08
                    453,                  1.417,                 2.4111,                 1.1658,                0.83815,                0.26404,                0.37061,                0.20098,                 1.5816,                 2.8555,                 1.1191,             3.2342e-08,             3.2342e-08,             3.2342e-08
                    454,                 1.4313,                 2.4272,                 1.1638,                0.83973,                0.26492,                0.37108,                0.20076,                 1.5812,                 2.8565,                  1.119,             3.1428e-08,             3.1428e-08,             3.1428e-08
                    455,                 1.4297,                 2.4362,                  1.163,                 0.8392,                0.26388,                0.37063,                0.20067,                 1.5817,                 2.8563,                  1.119,             3.0532e-08,             3.0532e-08,             3.0532e-08
                    456,                  1.429,                 2.4252,                 1.1647,                0.83613,                0.26334,                0.37022,                0.20087,                 1.5808,                 2.8565,                 1.1186,             2.9655e-08,             2.9655e-08,             2.9655e-08
                    457,                 1.4049,                 2.4003,                 1.1571,                0.83919,                0.26475,                 0.3728,                0.20155,                 1.5801,                 2.8533,                  1.118,             2.8796e-08,             2.8796e-08,             2.8796e-08
                    458,                 1.4095,                 2.4088,                 1.1641,                0.83716,                0.26475,                0.37357,                0.20165,                 1.5803,                 2.8537,                  1.118,             2.7957e-08,             2.7957e-08,             2.7957e-08
                    459,                 1.4189,                 2.4123,                 1.1651,                0.83379,                0.26422,                0.37202,                0.20177,                   1.58,                 2.8537,                  1.118,             2.7136e-08,             2.7136e-08,             2.7136e-08
                    460,                 1.4208,                 2.4265,                 1.1635,                0.83303,                0.26545,                0.37279,                 0.2023,                  1.581,                 2.8538,                  1.118,             2.6334e-08,             2.6334e-08,             2.6334e-08
                    461,                  1.431,                 2.4237,                  1.168,                 0.8361,                0.26509,                0.37254,                0.20244,                  1.581,                 2.8537,                 1.1182,             2.5551e-08,             2.5551e-08,             2.5551e-08
                    462,                 1.4195,                 2.4107,                 1.1694,                0.83998,                0.26685,                 0.3741,                0.20304,                 1.5812,                 2.8531,                 1.1183,             2.4787e-08,             2.4787e-08,             2.4787e-08
                    463,                 1.4311,                 2.4207,                 1.1674,                0.83896,                0.26707,                0.37396,                0.20317,                 1.5811,                 2.8512,                 1.1183,             2.4042e-08,             2.4042e-08,             2.4042e-08
                    464,                 1.4011,                 2.4164,                 1.1589,                0.83855,                0.26685,                0.37397,                 0.2033,                  1.581,                  2.851,                 1.1182,             2.3316e-08,             2.3316e-08,             2.3316e-08
                    465,                 1.4421,                 2.4394,                 1.1729,                0.83759,                0.26615,                0.37369,                0.20321,                 1.5812,                  2.852,                 1.1182,             2.2609e-08,             2.2609e-08,             2.2609e-08
                    466,                 1.4286,                 2.4199,                 1.1653,                0.83611,                0.26475,                0.37212,                0.20178,                 1.5809,                  2.856,                 1.1184,             2.1921e-08,             2.1921e-08,             2.1921e-08
                    467,                 1.4302,                 2.4291,                 1.1653,                0.83847,                0.26334,                0.37117,                0.20072,                 1.5815,                  2.858,                 1.1191,             2.1252e-08,             2.1252e-08,             2.1252e-08
                    468,                 1.4444,                 2.4263,                 1.1725,                0.83486,                0.26271,                 0.3691,                0.19983,                  1.581,                 2.8589,                 1.1191,             2.0602e-08,             2.0602e-08,             2.0602e-08
                    469,                 1.4493,                 2.4222,                 1.1771,                0.83574,                0.26439,                0.36966,                0.20041,                 1.5812,                 2.8578,                 1.1192,             1.9972e-08,             1.9972e-08,             1.9972e-08
                    470,                 1.4284,                 2.4237,                 1.1652,                0.83325,                0.26404,                 0.3693,                0.20025,                 1.5814,                 2.8563,                 1.1193,              1.936e-08,              1.936e-08,              1.936e-08
                    471,                 1.4156,                 2.4136,                 1.1669,                0.83274,                0.26264,                0.36852,                 0.1999,                 1.5813,                 2.8589,                 1.1193,             1.8768e-08,             1.8768e-08,             1.8768e-08
                    472,                 1.4333,                  2.425,                 1.1731,                0.83304,                0.26279,                0.36752,                0.19932,                 1.5812,                 2.8614,                 1.1194,             1.8195e-08,             1.8195e-08,             1.8195e-08
                    473,                 1.4265,                 2.4122,                 1.1677,                0.83436,                0.26176,                0.36674,                0.19875,                  1.581,                 2.8637,                 1.1196,             1.7641e-08,             1.7641e-08,             1.7641e-08
                    474,                 1.4185,                 2.4076,                 1.1678,                0.83372,                0.26408,                 0.3673,                0.19919,                 1.5819,                 2.8643,                 1.1197,             1.7106e-08,             1.7106e-08,             1.7106e-08
                    475,                 1.4311,                 2.4371,                 1.1647,                0.83697,                0.26319,                0.36793,                0.19942,                 1.5812,                 2.8616,                 1.1191,              1.659e-08,              1.659e-08,              1.659e-08
                    476,                 1.4331,                 2.4149,                 1.1713,                0.83696,                0.26316,                0.36964,                0.20061,                 1.5813,                 2.8591,                 1.1193,             1.6094e-08,             1.6094e-08,             1.6094e-08
                    477,                 1.4368,                 2.4217,                 1.1683,                0.83909,                0.26545,                0.37158,                0.20154,                 1.5813,                 2.8536,                 1.1191,             1.5617e-08,             1.5617e-08,             1.5617e-08
                    478,                 1.4388,                 2.4261,                 1.1635,                0.83619,                0.26527,                0.37151,                0.20163,                 1.5815,                 2.8528,                 1.1189,              1.516e-08,              1.516e-08,              1.516e-08
                    479,                 1.4104,                 2.3953,                 1.1602,                0.83718,                0.26756,                0.37187,                0.20164,                  1.581,                 2.8508,                 1.1188,             1.4722e-08,             1.4722e-08,             1.4722e-08
                    480,                 1.4379,                 2.4354,                 1.1735,                0.83727,                0.26826,                0.37254,                 0.2018,                  1.582,                 2.8491,                 1.1187,             1.4303e-08,             1.4303e-08,             1.4303e-08
                    481,                  1.419,                 2.4125,                 1.1649,                0.83534,                0.26896,                0.37312,                 0.2027,                 1.5826,                 2.8486,                 1.1189,             1.3903e-08,             1.3903e-08,             1.3903e-08
                    482,                 1.4387,                 2.4162,                 1.1667,                0.83242,                 0.2686,                0.37235,                0.20208,                 1.5827,                 2.8503,                 1.1189,             1.3523e-08,             1.3523e-08,             1.3523e-08
                    483,                 1.4425,                 2.4306,                 1.1645,                0.83413,                0.26896,                0.37239,                0.20206,                 1.5829,                 2.8497,                 1.1192,             1.3162e-08,             1.3162e-08,             1.3162e-08
                    484,                 1.4433,                  2.417,                 1.1721,                0.83136,                0.26826,                0.37161,                0.20112,                 1.5822,                 2.8499,                 1.1188,             1.2821e-08,             1.2821e-08,             1.2821e-08
                    485,                 1.4093,                 2.4097,                 1.1621,                0.82879,                0.26826,                0.37185,                 0.2018,                  1.582,                 2.8502,                 1.1186,             1.2499e-08,             1.2499e-08,             1.2499e-08
                    486,                 1.4204,                 2.4169,                 1.1573,                0.83061,                 0.2686,                0.37262,                0.20215,                 1.5826,                 2.8489,                 1.1188,             1.2197e-08,             1.2197e-08,             1.2197e-08
